IDS_PROPITEM_TXT_000000	標準
IDS_PROPITEM_TXT_003803	
IDS_PROPITEM_TXT_003804	大地の盾
IDS_PROPITEM_TXT_003805	
IDS_PROPITEM_TXT_003806	ストームブリンガー
IDS_PROPITEM_TXT_003807	自分の中の恐怖を克服した者のみが持つことを許される、意思を持った剣
IDS_PROPITEM_TXT_003808	魔神の斧
IDS_PROPITEM_TXT_003809	自分の中の恐怖を克服した者のみが持つことを許される、意思を持った斧
IDS_PROPITEM_TXT_003810	聖なる息吹
IDS_PROPITEM_TXT_003811	自分の中の恐怖を克服した者のみが持つことを許される、意思を持ったスティック
IDS_PROPITEM_TXT_003812	ファイナル・ブロウ
IDS_PROPITEM_TXT_003813	自分の中の恐怖を克服した者のみが持つことを許される、意思を持ったナックル
IDS_PROPITEM_TXT_003814	大魔法使いのワンド
IDS_PROPITEM_TXT_003815	自分の中の恐怖を克服した者のみが持つことを許される、意思を持ったワンド
IDS_PROPITEM_TXT_003816	トリティアム・ヨーヨー
IDS_PROPITEM_TXT_003817	自分の中の恐怖を克服した者のみが持つことを許される、意思を持ったヨーヨー
IDS_PROPITEM_TXT_003818	トリティアム・ボウ
IDS_PROPITEM_TXT_003819	自分の中の恐怖を克服した者のみが持つことを許される、意思を持ったボウ
IDS_PROPITEM_TXT_003820	賢者の杖
IDS_PROPITEM_TXT_003821	自分の中の恐怖を克服した者のみが持つことを許される、意思を持ったスタッフ
IDS_PROPITEM_TXT_003822	閃光の剣
IDS_PROPITEM_TXT_003823	
IDS_PROPITEM_TXT_003824	滅殺の斧
IDS_PROPITEM_TXT_003825	
IDS_PROPITEM_TXT_003826	神官のスティック
IDS_PROPITEM_TXT_003827	
IDS_PROPITEM_TXT_003828	流星拳
IDS_PROPITEM_TXT_003829	
IDS_PROPITEM_TXT_003830	智恵のワンド
IDS_PROPITEM_TXT_003831	
IDS_PROPITEM_TXT_003832	天翔ける杖
IDS_PROPITEM_TXT_003833	
IDS_PROPITEM_TXT_003834	ボボクの剣
IDS_PROPITEM_TXT_003835	
IDS_PROPITEM_TXT_003836	ルダの斧
IDS_PROPITEM_TXT_003837	
IDS_PROPITEM_TXT_003838	輝く剣
IDS_PROPITEM_TXT_003839	
IDS_PROPITEM_TXT_003840	ラーウルフの爪
IDS_PROPITEM_TXT_003841	
IDS_PROPITEM_TXT_003842	鉄のナックル
IDS_PROPITEM_TXT_003843	
IDS_PROPITEM_TXT_003844	クロックウェッジ
IDS_PROPITEM_TXT_003845	
IDS_PROPITEM_TXT_003846	シルバーウィングソード
IDS_PROPITEM_TXT_003847	
IDS_PROPITEM_TXT_003848	クォーク・アックス
IDS_PROPITEM_TXT_003849	
IDS_PROPITEM_TXT_003850	マスカペットの切断機
IDS_PROPITEM_TXT_003851	
IDS_PROPITEM_TXT_003852	鋼鉄のナックル
IDS_PROPITEM_TXT_003853	
IDS_PROPITEM_TXT_003854	復讐の拳
IDS_PROPITEM_TXT_003855	
IDS_PROPITEM_TXT_003856	イブリスのおもちゃ
IDS_PROPITEM_TXT_003857	
IDS_PROPITEM_TXT_003858	ホイールの軌跡
IDS_PROPITEM_TXT_003859	
IDS_PROPITEM_TXT_003860	クロックワークの滑車
IDS_PROPITEM_TXT_003861	
IDS_PROPITEM_TXT_003862	戦闘の弓
IDS_PROPITEM_TXT_003863	
IDS_PROPITEM_TXT_003864	精霊の弓
IDS_PROPITEM_TXT_003865	
IDS_PROPITEM_TXT_003866	火炎の弓
IDS_PROPITEM_TXT_003867	
IDS_PROPITEM_TXT_003868	プラリネスティック
IDS_PROPITEM_TXT_003869	
IDS_PROPITEM_TXT_003870	セイントガードスティック
IDS_PROPITEM_TXT_003871	
IDS_PROPITEM_TXT_003872	ロリトレンのスティック
IDS_PROPITEM_TXT_003873	
IDS_PROPITEM_TXT_003874	雷のワンド
IDS_PROPITEM_TXT_003875	
IDS_PROPITEM_TXT_003876	大地震のワンド
IDS_PROPITEM_TXT_003877	
IDS_PROPITEM_TXT_003878	リシスの庭のワンド
IDS_PROPITEM_TXT_003879	
IDS_PROPITEM_TXT_003880	ルエナレヴの杖
IDS_PROPITEM_TXT_003881	
IDS_PROPITEM_TXT_003882	火炎の杖
IDS_PROPITEM_TXT_003883	
IDS_PROPITEM_TXT_003884	ベルパルポネの杖
IDS_PROPITEM_TXT_003885	
IDS_PROPITEM_TXT_003886	守護の剣 S
IDS_PROPITEM_TXT_003887	
IDS_PROPITEM_TXT_003888	守護の大剣 S
IDS_PROPITEM_TXT_003889	
IDS_PROPITEM_TXT_003890	守護の斧 S
IDS_PROPITEM_TXT_003891	
IDS_PROPITEM_TXT_003892	守護の両手斧 S
IDS_PROPITEM_TXT_003893	
IDS_PROPITEM_TXT_003894	守護のナックル S
IDS_PROPITEM_TXT_003895	
IDS_PROPITEM_TXT_003896	守護のスティック S
IDS_PROPITEM_TXT_003897	
IDS_PROPITEM_TXT_003898	守護のワンド S
IDS_PROPITEM_TXT_003899	
IDS_PROPITEM_TXT_003900	守護のスタッフ S
IDS_PROPITEM_TXT_003901	
IDS_PROPITEM_TXT_003902	守護の弓 S
IDS_PROPITEM_TXT_003903	
IDS_PROPITEM_TXT_003904	守護のヨーヨー S
IDS_PROPITEM_TXT_003905	
IDS_PROPITEM_TXT_003906	怒れる雷神の剣 S
IDS_PROPITEM_TXT_003907	
IDS_PROPITEM_TXT_003908	猛き双蛇の大剣 S
IDS_PROPITEM_TXT_003909	
IDS_PROPITEM_TXT_003910	青炎の鷲の斧 S
IDS_PROPITEM_TXT_003911	
IDS_PROPITEM_TXT_003912	混沌の龍の両手斧 S
IDS_PROPITEM_TXT_003913	
IDS_PROPITEM_TXT_003914	ウルフファング・ナックル S
IDS_PROPITEM_TXT_003915	
IDS_PROPITEM_TXT_003916	豊饒の女神のスティック S
IDS_PROPITEM_TXT_003917	
IDS_PROPITEM_TXT_003918	蒼き月影のワンド S
IDS_PROPITEM_TXT_003919	
IDS_PROPITEM_TXT_003920	流れる星のスタッフ S
IDS_PROPITEM_TXT_003921	
IDS_PROPITEM_TXT_003922	賢者の導きし弓 S
IDS_PROPITEM_TXT_003923	
IDS_PROPITEM_TXT_003924	愚者のヨーヨー S
IDS_PROPITEM_TXT_003925	
IDS_PROPITEM_TXT_003926	荒ぶる獅子の剣 S
IDS_PROPITEM_TXT_003927	
IDS_PROPITEM_TXT_003928	輝く金牛の大剣 S
IDS_PROPITEM_TXT_003929	
IDS_PROPITEM_TXT_003930	誇り高き皇帝の斧 S
IDS_PROPITEM_TXT_003931	
IDS_PROPITEM_TXT_003932	煌く双魚の両手斧 S
IDS_PROPITEM_TXT_003933	
IDS_PROPITEM_TXT_003934	堅き金剛石の拳 S
IDS_PROPITEM_TXT_003935	
IDS_PROPITEM_TXT_003936	慈悲の女神のスティック S
IDS_PROPITEM_TXT_003937	
IDS_PROPITEM_TXT_003938	優美な人魚のワンド S
IDS_PROPITEM_TXT_003939	
IDS_PROPITEM_TXT_003940	英知なる教皇のスタッフ S
IDS_PROPITEM_TXT_003941	
IDS_PROPITEM_TXT_003942	輝く天蠍の弓 S
IDS_PROPITEM_TXT_003943	
IDS_PROPITEM_TXT_003944	偉大な奇術師のヨーヨー S
IDS_PROPITEM_TXT_003945	
IDS_PROPITEM_TXT_003946	いにしえの記憶が宿りし剣 S 
IDS_PROPITEM_TXT_003947	
IDS_PROPITEM_TXT_003948	いにしえの記憶が宿りし大剣 S
IDS_PROPITEM_TXT_003949	
IDS_PROPITEM_TXT_003950	いにしえの記憶が宿りし斧 S
IDS_PROPITEM_TXT_003951	
IDS_PROPITEM_TXT_003952	いにしえの記憶が宿りし大斧 S
IDS_PROPITEM_TXT_003953	
IDS_PROPITEM_TXT_003954	いにしえの記憶が宿りし拳 S
IDS_PROPITEM_TXT_003955	
IDS_PROPITEM_TXT_003956	いにしえの記憶が宿りしスティック S
IDS_PROPITEM_TXT_003957	
IDS_PROPITEM_TXT_003958	いにしえの記憶が宿りしワンド S
IDS_PROPITEM_TXT_003959	
IDS_PROPITEM_TXT_003960	いにしえの記憶が宿りしスタッフ S
IDS_PROPITEM_TXT_003961	
IDS_PROPITEM_TXT_003962	いにしえの記憶が宿りし弓 S
IDS_PROPITEM_TXT_003963	
IDS_PROPITEM_TXT_003964	いにしえの記憶が宿りしヨーヨー S
IDS_PROPITEM_TXT_003965	
IDS_PROPITEM_TXT_003966	魔力ドリンク 1
IDS_PROPITEM_TXT_003967	MPを25回復
IDS_PROPITEM_TXT_003968	魔力ドリンク 2
IDS_PROPITEM_TXT_003969	MPを50回復
IDS_PROPITEM_TXT_003970	魔力ドリンク 3
IDS_PROPITEM_TXT_003971	MPを75回復
IDS_PROPITEM_TXT_003972	魔力ドリンク 4
IDS_PROPITEM_TXT_003973	MPを100回復
IDS_PROPITEM_TXT_003974	魔力ドリンク 5
IDS_PROPITEM_TXT_003975	MPを125回復
IDS_PROPITEM_TXT_003976	魔力ドリンク 6
IDS_PROPITEM_TXT_003977	MPを150回復
IDS_PROPITEM_TXT_003978	魔力ドリンク 7
IDS_PROPITEM_TXT_003979	MPを175回復
IDS_PROPITEM_TXT_003980	魔力ドリンク 8
IDS_PROPITEM_TXT_003981	MPを200回復
IDS_PROPITEM_TXT_003982	魔力ドリンク 9
IDS_PROPITEM_TXT_003983	MPを225回復
IDS_PROPITEM_TXT_003984	魔力ドリンク 10
IDS_PROPITEM_TXT_003985	MPを250回復
IDS_PROPITEM_TXT_003986	解毒薬
IDS_PROPITEM_TXT_003987	
IDS_PROPITEM_TXT_003988	万能薬
IDS_PROPITEM_TXT_003989	
IDS_PROPITEM_TXT_003990	水ボトル
IDS_PROPITEM_TXT_003991	
IDS_PROPITEM_TXT_003992	油ボトル
IDS_PROPITEM_TXT_003993	
IDS_PROPITEM_TXT_003994	スタミナドリンク 100
IDS_PROPITEM_TXT_003995	FPを30回復
IDS_PROPITEM_TXT_003996	スタミナドリンク 200
IDS_PROPITEM_TXT_003997	FPを60回復
IDS_PROPITEM_TXT_003998	スタミナドリンク 300
IDS_PROPITEM_TXT_003999	FPを90回復
IDS_PROPITEM_TXT_004000	スタミナドリンク 400
IDS_PROPITEM_TXT_004001	FPを120回復
IDS_PROPITEM_TXT_004002	スタミナドリンク 500
IDS_PROPITEM_TXT_004003	FPを150回復
IDS_PROPITEM_TXT_004004	スタミナドリンク 600
IDS_PROPITEM_TXT_004005	FPを170回復
IDS_PROPITEM_TXT_004006	スタミナドリンク 700
IDS_PROPITEM_TXT_004007	FPを195回復
IDS_PROPITEM_TXT_004008	スタミナドリンク 800
IDS_PROPITEM_TXT_004009	FPを220回復
IDS_PROPITEM_TXT_004010	スタミナドリンク 900
IDS_PROPITEM_TXT_004011	FPを250回復
IDS_PROPITEM_TXT_004012	ポイム
IDS_PROPITEM_TXT_004013	一定時間、毒に対する免疫ができます。
IDS_PROPITEM_TXT_004014	ディモール・イアリング+1
IDS_PROPITEM_TXT_004015	ダメージが8増加する。レベル19以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004016	ディモール・イアリング+2
IDS_PROPITEM_TXT_004017	ダメージが13増加する。レベル31以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004018	ディモール・イアリング+3
IDS_PROPITEM_TXT_004019	ダメージが19増加する。レベル41以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004020	ディモール・イアリング+4
IDS_PROPITEM_TXT_004021	ダメージが22増加する。レベル49以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004022	ディモール・イアリング+5
IDS_PROPITEM_TXT_004023	ダメージが26増加する。レベル57以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004024	ディモール・イアリング+6
IDS_PROPITEM_TXT_004025	ダメージが31増加する。レベル67以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004026	プラグ・イアリング+1
IDS_PROPITEM_TXT_004027	防御力が39増加する。レベル19以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004028	プラグ・イアリング+2
IDS_PROPITEM_TXT_004029	防御力が60増加する。レベル31以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004030	プラグ・イアリング+3
IDS_PROPITEM_TXT_004031	防御力が80増加する。レベル41以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004032	プラグ・イアリング+4
IDS_PROPITEM_TXT_004033	防御力が94増加する。レベル49以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004034	プラグ・イアリング+5
IDS_PROPITEM_TXT_004035	防御力が109増加する。レベル57以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004036	プラグ・イアリング+6
IDS_PROPITEM_TXT_004037	防御力が128増加する。レベル67以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004038	ゴア・ネックレス+1
IDS_PROPITEM_TXT_004039	最大HPが82増加する。レベル9以上が装備可能なネックレス
IDS_PROPITEM_TXT_004040	ゴア・ネックレス+2
IDS_PROPITEM_TXT_004041	最大HPが118増加する。レベル15以上が装備可能なネックレス
IDS_PROPITEM_TXT_004042	ゴア・ネックレス+3
IDS_PROPITEM_TXT_004043	最大HPが166増加する。レベル23以上が装備可能なネックレス
IDS_PROPITEM_TXT_004044	ゴア・ネックレス+4
IDS_PROPITEM_TXT_004045	最大HPが226増加する。レベル33以上が装備可能なネックレス
IDS_PROPITEM_TXT_004046	ゴア・ネックレス+5
IDS_PROPITEM_TXT_004047	最大HPが286増加する。レベル43以上が装備可能なネックレス
IDS_PROPITEM_TXT_004048	ゴア・ネックレス+6
IDS_PROPITEM_TXT_004049	最大HPが358増加する。レベル55以上が装備可能なネックレス
IDS_PROPITEM_TXT_004050	メンタル・ネックレス+1
IDS_PROPITEM_TXT_004051	最大MPが57増加する。レベル9以上が装備可能なネックレス
IDS_PROPITEM_TXT_004052	メンタル・ネックレス+2
IDS_PROPITEM_TXT_004053	最大MPが79増加する。レベル15以上が装備可能なネックレス
IDS_PROPITEM_TXT_004054	メンタル・ネックレス+3
IDS_PROPITEM_TXT_004055	最大MPが108増加する。レベル23以上が装備可能なネックレス
IDS_PROPITEM_TXT_004056	メンタル・ネックレス+4
IDS_PROPITEM_TXT_004057	最大MPが144増加する。レベル33以上が装備可能なネックレス
IDS_PROPITEM_TXT_004058	メンタル・ネックレス+5
IDS_PROPITEM_TXT_004059	最大MPが180増加する。レベル43以上が装備可能なネックレス
IDS_PROPITEM_TXT_004060	メンタル・ネックレス+6
IDS_PROPITEM_TXT_004061	最大MPが223増加する。レベル55以上が装備可能なネックレス
IDS_PROPITEM_TXT_004062	ペイション・ネックレス+1
IDS_PROPITEM_TXT_004063	最大FPが65増加する。レベル9以上が装備可能なネックレス
IDS_PROPITEM_TXT_004064	ペイション・ネックレス+2
IDS_PROPITEM_TXT_004065	最大FPが84増加する。レベル15以上が装備可能なネックレス
IDS_PROPITEM_TXT_004066	ペイション・ネックレス+3
IDS_PROPITEM_TXT_004067	最大FPが109増加する。レベル23以上が装備可能なネックレス
IDS_PROPITEM_TXT_004068	ペイション・ネックレス+4
IDS_PROPITEM_TXT_004069	最大FPが141増加する。レベル33以上が装備可能なネックレス
IDS_PROPITEM_TXT_004070	ペイション・ネックレス+5
IDS_PROPITEM_TXT_004071	最大FPが173増加する。レベル43以上が装備可能なネックレス
IDS_PROPITEM_TXT_004072	ペイション・ネックレス+6
IDS_PROPITEM_TXT_004073	最大FPが212増加する。レベル55以上が装備可能なネックレス
IDS_PROPITEM_TXT_004074	パワー・リング+1
IDS_PROPITEM_TXT_004075	力が2増加する。レベル21以上が装備可能なリング
IDS_PROPITEM_TXT_004076	パワー・リング+2
IDS_PROPITEM_TXT_004077	力が3増加する。レベル31以上が装備可能なリング
IDS_PROPITEM_TXT_004078	パワー・リング+3
IDS_PROPITEM_TXT_004079	力が4増加する。レベル41以上が装備可能なリング
IDS_PROPITEM_TXT_004080	パワー・リング+4
IDS_PROPITEM_TXT_004081	力が5増加する。レベル51以上が装備可能なリング
IDS_PROPITEM_TXT_004082	パワー・リング+5
IDS_PROPITEM_TXT_004083	力が6増加する。レベル61以上が装備可能なリング
IDS_PROPITEM_TXT_004084	パワー・リング+6
IDS_PROPITEM_TXT_004085	力が7増加する。レベル71以上が装備可能なリング
IDS_PROPITEM_TXT_004086	インテリ・リング+1
IDS_PROPITEM_TXT_004087	知能が2増加する。レベル21以上が装備可能なリング
IDS_PROPITEM_TXT_004088	インテリ・リング+2
IDS_PROPITEM_TXT_004089	知能が3増加する。レベル31以上が装備可能なリング
IDS_PROPITEM_TXT_004090	インテリ・リング+3
IDS_PROPITEM_TXT_004091	知能が4増加する。レベル41以上が装備可能なリング
IDS_PROPITEM_TXT_004092	インテリ・リング+4
IDS_PROPITEM_TXT_004093	知能が5増加する。レベル51以上が装備可能なリング
IDS_PROPITEM_TXT_004094	インテリ・リング+5
IDS_PROPITEM_TXT_004095	知能が6増加する。レベル61以上が装備可能なリング
IDS_PROPITEM_TXT_004096	インテリ・リング+6
IDS_PROPITEM_TXT_004097	知能が7増加する。レベル71以上が装備可能なリング
IDS_PROPITEM_TXT_004098	アレク・リング+1
IDS_PROPITEM_TXT_004099	敏捷が2増加する。レベル21以上が装備可能なリング
IDS_PROPITEM_TXT_004100	アレク・リング+2
IDS_PROPITEM_TXT_004101	敏捷が3増加する。レベル31以上が装備可能なリング
IDS_PROPITEM_TXT_004102	アレク・リング+3
IDS_PROPITEM_TXT_004103	敏捷が4増加する。レベル41以上が装備可能なリング
IDS_PROPITEM_TXT_004104	アレク・リング+4
IDS_PROPITEM_TXT_004105	敏捷が5増加する。レベル51以上が装備可能なリング
IDS_PROPITEM_TXT_004106	アレク・リング+5
IDS_PROPITEM_TXT_004107	敏捷が6増加する。レベル61以上が装備可能なリング
IDS_PROPITEM_TXT_004108	アレク・リング+6
IDS_PROPITEM_TXT_004109	敏捷が7増加する。レベル71以上が装備可能なリング
IDS_PROPITEM_TXT_004110	スタム・リング+1
IDS_PROPITEM_TXT_004111	体力が2増加する。レベル21以上が装備可能なリング
IDS_PROPITEM_TXT_004112	スタム・リング+2
IDS_PROPITEM_TXT_004113	体力が3増加する。レベル31以上が装備可能なリング
IDS_PROPITEM_TXT_004114	スタム・リング+3
IDS_PROPITEM_TXT_004115	体力が4増加する。レベル41以上が装備可能なリング
IDS_PROPITEM_TXT_004116	スタム・リング+4
IDS_PROPITEM_TXT_004117	体力が5増加する。レベル51以上が装備可能なリング
IDS_PROPITEM_TXT_004118	スタム・リング+5
IDS_PROPITEM_TXT_004119	体力が6増加する。レベル61以上が装備可能なリング
IDS_PROPITEM_TXT_004120	スタム・リング+6
IDS_PROPITEM_TXT_004121	体力が7増加する。レベル71以上が装備可能なリング
IDS_PROPITEM_TXT_004122	パワー・リング
IDS_PROPITEM_TXT_004123	力が1増加する。レベル13以上が装備可能なリング
IDS_PROPITEM_TXT_004124	インテリ・リング
IDS_PROPITEM_TXT_004125	知能が1増加する。レベル13以上が装備可能なリング
IDS_PROPITEM_TXT_004126	スタム・リング
IDS_PROPITEM_TXT_004127	体力が1増加する。レベル13以上が装備可能なリング
IDS_PROPITEM_TXT_004128	アレク・リング
IDS_PROPITEM_TXT_004129	敏捷が1増加する。レベル13以上が装備可能なリング
IDS_PROPITEM_TXT_004130	マイティアー+1
IDS_PROPITEM_TXT_004131	ダメージが100増加する。レベル60以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004132	マイティアー+2
IDS_PROPITEM_TXT_004133	ダメージが150増加する。レベル70以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004134	マイティアー+3
IDS_PROPITEM_TXT_004135	ダメージが200増加する。レベル80以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004136	ペンゼル+1
IDS_PROPITEM_TXT_004137	防御力が100増加する。レベル60以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004138	ペンゼル+2
IDS_PROPITEM_TXT_004139	防御力が150増加する。レベル70以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004140	ペンゼル+3
IDS_PROPITEM_TXT_004141	防御力が200増加する。レベル80以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004142	スピード+1
IDS_PROPITEM_TXT_004143	回避率が3増加する。レベル60以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004144	スピード+2
IDS_PROPITEM_TXT_004145	回避率が6増加する。レベル70以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004146	スピード+3
IDS_PROPITEM_TXT_004147	回避率が10増加する。レベル80以上が装備可能なイヤリング
IDS_PROPITEM_TXT_004148	ペップ+1
IDS_PROPITEM_TXT_004149	最大HP+105、火属性防御力+21。レベル60以上が装備可能なネックレス
IDS_PROPITEM_TXT_004150	ペップ+2
IDS_PROPITEM_TXT_004151	最大HP+120、全属性防御力+25。レベル70以上が装備可能なネックレス
IDS_PROPITEM_TXT_004152	ペップ+3
IDS_PROPITEM_TXT_004153	最大HP+245。レベル80以上が装備可能なネックレス
IDS_PROPITEM_TXT_004154	ソーシクル+1
IDS_PROPITEM_TXT_004155	最大MP+103。火属性防御力+21。レベル60以上が装備可能なネックレス
IDS_PROPITEM_TXT_004156	ソーシクル+2
IDS_PROPITEM_TXT_004157	最大MP+118。全属性防御力+25。レベル70以上が装備可能なネックレス
IDS_PROPITEM_TXT_004158	ソーシクル+3
IDS_PROPITEM_TXT_004159	最大MP+243。レベル80以上が装備可能なネックレス
IDS_PROPITEM_TXT_004160	エンデュキー+1
IDS_PROPITEM_TXT_004161	最大FP+50、火属性防御力+21。レベル60以上が装備可能なネックレス
IDS_PROPITEM_TXT_004162	エンデュキー+2
IDS_PROPITEM_TXT_004163	最大FP+75、全属性防御力+25。レベル70以上が装備可能なネックレス
IDS_PROPITEM_TXT_004164	エンデュキー+3
IDS_PROPITEM_TXT_004165	最大FP+90。レベル80以上が装備可能なネックレス
IDS_PROPITEM_TXT_004166	ストレント+1
IDS_PROPITEM_TXT_004167	力が10増加する。レベル58以上が装備可能なリング
IDS_PROPITEM_TXT_004168	ストレント+2
IDS_PROPITEM_TXT_004169	力が20増加する。レベル73以上が装備可能なリング
IDS_PROPITEM_TXT_004170	ストレント+3
IDS_PROPITEM_TXT_004171	力が30増加する。レベル88以上が装備可能なリング
IDS_PROPITEM_TXT_004172	インテリト+1
IDS_PROPITEM_TXT_004173	知能が10増加する。レベル58以上が装備可能なリング
IDS_PROPITEM_TXT_004174	インテリト+2
IDS_PROPITEM_TXT_004175	知能が20増加する。レベル73以上が装備可能なリング
IDS_PROPITEM_TXT_004176	インテリト+3
IDS_PROPITEM_TXT_004177	知能が30増加する。レベル88以上が装備可能なリング
IDS_PROPITEM_TXT_004178	デクシオン+1
IDS_PROPITEM_TXT_004179	敏捷が10増加する。レベル58以上が装備可能なリング
IDS_PROPITEM_TXT_004180	デクシオン+2
IDS_PROPITEM_TXT_004181	敏捷が20増加する。レベル73以上が装備可能なリング
IDS_PROPITEM_TXT_004182	デクシオン+3
IDS_PROPITEM_TXT_004183	敏捷が30増加する。レベル88以上が装備可能なリング
IDS_PROPITEM_TXT_004184	メテオ
IDS_PROPITEM_TXT_004185	力+1、敏捷+1、知能+1、体力+1。レベル1以上が装備可能なリング
IDS_PROPITEM_TXT_004186	メテオフィ
IDS_PROPITEM_TXT_004187	力+3、敏捷+3、知能+3、体力+3。レベル1以上が装備可能なリング
IDS_PROPITEM_TXT_004188	P.Kペナルティ（力）
IDS_PROPITEM_TXT_004189	
IDS_PROPITEM_TXT_004190	P.Kペナルティ（体力）
IDS_PROPITEM_TXT_004191	
IDS_PROPITEM_TXT_004192	P.Kペナルティ（知能）
IDS_PROPITEM_TXT_004193	
IDS_PROPITEM_TXT_004194	P.Kペナルティ（敏捷）
IDS_PROPITEM_TXT_004195	
IDS_PROPITEM_TXT_004196	応援
IDS_PROPITEM_TXT_004197	
IDS_PROPITEM_TXT_004198	ペロペロキャンディ
IDS_PROPITEM_TXT_004199	HPが70回復する食べ物
IDS_PROPITEM_TXT_004200	ビスケット
IDS_PROPITEM_TXT_004201	HPが140回復する食べ物
IDS_PROPITEM_TXT_004202	板チョコ
IDS_PROPITEM_TXT_004203	HPが200回復する食べ物
IDS_PROPITEM_TXT_004204	ミルク
IDS_PROPITEM_TXT_004205	HPが260回復する食べ物
IDS_PROPITEM_TXT_004206	食パン
IDS_PROPITEM_TXT_004207	HPが330回復する食べ物
IDS_PROPITEM_TXT_004208	ホットドッグ
IDS_PROPITEM_TXT_004209	HPが429回復する食べ物
IDS_PROPITEM_TXT_004210	贅沢なホットドッグ
IDS_PROPITEM_TXT_004211	HPを最大回復してくれる食べ物
IDS_PROPITEM_TXT_004212	ピザ
IDS_PROPITEM_TXT_004213	HPが552回復する食べ物
IDS_PROPITEM_TXT_004214	のり巻き
IDS_PROPITEM_TXT_004215	HPが676回復する食べ物
IDS_PROPITEM_TXT_004216	骨付き肉
IDS_PROPITEM_TXT_004217	HPが812回復する食べ物
IDS_PROPITEM_TXT_004218	スターキャンディー
IDS_PROPITEM_TXT_004219	HPが975回復する食べ物
IDS_PROPITEM_TXT_004220	串肉
IDS_PROPITEM_TXT_004221	HPが120回復する食べ物
