IDS_PROPITEM_TXT_000000	一般
IDS_PROPITEM_TXT_004437	體力提升2
IDS_PROPITEM_TXT_004438	擅瑜卡片
IDS_PROPITEM_TXT_004439	敏捷提升1
IDS_PROPITEM_TXT_004440	法晤卡片
IDS_PROPITEM_TXT_004441	敏捷提升2
IDS_PROPITEM_TXT_004442	均晤卡片
IDS_PROPITEM_TXT_004443	智力提升1
IDS_PROPITEM_TXT_004444	元晤卡片
IDS_PROPITEM_TXT_004445	智力提升2
IDS_PROPITEM_TXT_004446	保緹卡片
IDS_PROPITEM_TXT_004447	所有能力值提升1
IDS_PROPITEM_TXT_004448	克緹絡卡片
IDS_PROPITEM_TXT_004449	所有能力值提升2
IDS_PROPITEM_TXT_004450	技能魔法符咒
IDS_PROPITEM_TXT_004451	爆咒師使用技能時消耗的符咒
IDS_PROPITEM_TXT_004452	祝福魔法符咒
IDS_PROPITEM_TXT_004453	守護者使用技能時消耗的符咒
IDS_PROPITEM_TXT_004454	箭矢
IDS_PROPITEM_TXT_004455	裝有一般箭矢的箭桶
IDS_PROPITEM_TXT_004456	採集器
IDS_PROPITEM_TXT_004457	採集精鍊寶石的物品
IDS_PROPITEM_TXT_004458	V3採集器
IDS_PROPITEM_TXT_004459	採集精鍊寶石的物品
IDS_PROPITEM_TXT_004460	NR5採集器
IDS_PROPITEM_TXT_004461	採集精鍊寶石的物品
IDS_PROPITEM_TXT_004462	奈米採集器
IDS_PROPITEM_TXT_004463	採集精鍊寶石的物品
IDS_PROPITEM_TXT_004464	歸回
IDS_PROPITEM_TXT_004465	可移動到離自己最鄰近的村莊（8小時之內只能用1次）
IDS_PROPITEM_TXT_004466	海鮮鐵板
IDS_PROPITEM_TXT_004467	HP恢復100%
IDS_PROPITEM_TXT_004468	無敵終極魔力多
IDS_PROPITEM_TXT_004469	MP20分鐘內維持飽滿狀態
IDS_PROPITEM_TXT_004470	夢幻精力多
IDS_PROPITEM_TXT_004471	FP20分鐘內維持飽滿狀態
IDS_PROPITEM_TXT_004472	飛鼠肉
IDS_PROPITEM_TXT_004473	HP最大量增加1200
IDS_PROPITEM_TXT_004474	鰻魚
IDS_PROPITEM_TXT_004475	HP增量50%
IDS_PROPITEM_TXT_004476	素質重置卷
IDS_PROPITEM_TXT_004477	角色能力值初始化
IDS_PROPITEM_TXT_004478	無敵大聲公(15日)
IDS_PROPITEM_TXT_004479	/大喊 擴大範圍
IDS_PROPITEM_TXT_004480	無敵大聲公(30日)
IDS_PROPITEM_TXT_004481	/大喊 擴大範圍
IDS_PROPITEM_TXT_004482	劇團範圍無限卷(15日)
IDS_PROPITEM_TXT_004483	擴大劇團技能的範圍
IDS_PROPITEM_TXT_004484	劇團範圍無限卷(30日)
IDS_PROPITEM_TXT_004485	擴大劇團技能的範圍
IDS_PROPITEM_TXT_004486	銀行互通(15日)
IDS_PROPITEM_TXT_004487	倉庫保管互通
IDS_PROPITEM_TXT_004488	銀行互通(30日)
IDS_PROPITEM_TXT_004489	倉庫保管互通
IDS_PROPITEM_TXT_004490	無敵技能卷
IDS_PROPITEM_TXT_004491	刪除使用連續技能欄
IDS_PROPITEM_TXT_004492	Areaket
IDS_PROPITEM_TXT_004493	進入特殊地區
IDS_PROPITEM_TXT_004494	性別轉換卷
IDS_PROPITEM_TXT_004495	轉換角色的性別
IDS_PROPITEM_TXT_004496	火箭炮
IDS_PROPITEM_TXT_004497	像火箭一樣衝到天上的煙火
IDS_PROPITEM_TXT_004498	示愛煙火
IDS_PROPITEM_TXT_004499	出現巨大愛心並顯示 I Love U 的文字
IDS_PROPITEM_TXT_004500	天使之翼
IDS_PROPITEM_TXT_004501	角色的背後會長出一對黃金翅膀
IDS_PROPITEM_TXT_004502	迴力炮
IDS_PROPITEM_TXT_004503	像炫風一樣的鞭炮
IDS_PROPITEM_TXT_004504	力量之石
IDS_PROPITEM_TXT_004505	攻擊力增加20%的魔法石
IDS_PROPITEM_TXT_004506	利利普口袋1
IDS_PROPITEM_TXT_004507	鑽石與魔法碎片，在飛行時出現在後方
IDS_PROPITEM_TXT_004508	莉莉普口袋7
IDS_PROPITEM_TXT_004509	鑽石與魔法碎片，在飛行時出現在後方
IDS_PROPITEM_TXT_004510	粉莉莉口袋1
IDS_PROPITEM_TXT_004511	愛心與魔法碎片，在飛行時出現在後面
IDS_PROPITEM_TXT_004512	粉莉莉口袋7
IDS_PROPITEM_TXT_004513	愛心與魔法碎片，在飛行時出現在後面
IDS_PROPITEM_TXT_004514	霹靂力量斗篷
IDS_PROPITEM_TXT_004515	加強力量的斗篷
IDS_PROPITEM_TXT_004516	霹靂華麗斗篷
IDS_PROPITEM_TXT_004517	加強體力與精神的斗篷
IDS_PROPITEM_TXT_004518	霹靂迅速斗篷
IDS_PROPITEM_TXT_004519	加強敏捷與力量的斗篷
IDS_PROPITEM_TXT_004520	霹靂智慧斗篷
IDS_PROPITEM_TXT_004521	加強精神的斗篷
IDS_PROPITEM_TXT_004522	力量斗篷
IDS_PROPITEM_TXT_004523	加強力量的斗篷
IDS_PROPITEM_TXT_004524	華麗斗篷
IDS_PROPITEM_TXT_004525	加強體力與精神的斗篷
IDS_PROPITEM_TXT_004526	迅速斗篷
IDS_PROPITEM_TXT_004527	加強敏捷與力量的斗篷
IDS_PROPITEM_TXT_004528	智慧斗篷
IDS_PROPITEM_TXT_004529	加強精神的斗篷
IDS_PROPITEM_TXT_004530	提娜刃之石
IDS_PROPITEM_TXT_004531	刪除屬性的魔法石
IDS_PROPITEM_TXT_004532	玻磊之石
IDS_PROPITEM_TXT_004533	提升20%火屬性攻擊力的魔法石頭
IDS_PROPITEM_TXT_004534	窩拓之石
IDS_PROPITEM_TXT_004535	提升20%水屬性攻擊力的魔法石頭
IDS_PROPITEM_TXT_004536	紋笛之石
IDS_PROPITEM_TXT_004537	提升20%風屬性攻擊力的魔法石頭
IDS_PROPITEM_TXT_004538	拉丁之石
IDS_PROPITEM_TXT_004539	提升20%雷屬性攻擊力的魔法石頭
IDS_PROPITEM_TXT_004540	雅喜之石
IDS_PROPITEM_TXT_004541	提升20%地屬性攻擊力的魔法石頭
IDS_PROPITEM_TXT_004542	狄佛蕾之石
IDS_PROPITEM_TXT_004543	提升20%火屬性防禦力的魔法石頭
IDS_PROPITEM_TXT_004544	狄蔚之石
IDS_PROPITEM_TXT_004545	提升20%水屬性防禦力的魔法石頭
IDS_PROPITEM_TXT_004546	狄紋之石
IDS_PROPITEM_TXT_004547	提升20%風屬性防禦力的魔法石頭
IDS_PROPITEM_TXT_004548	狄爉之石
IDS_PROPITEM_TXT_004549	提升20%雷屬性防禦力的魔法石頭
IDS_PROPITEM_TXT_004550	狄葉史之石
IDS_PROPITEM_TXT_004551	提升20%地屬性防禦力的魔法石頭
IDS_PROPITEM_TXT_004552	藍色學生帽
IDS_PROPITEM_TXT_004553	
IDS_PROPITEM_TXT_004554	藍色學生服
IDS_PROPITEM_TXT_004555	
IDS_PROPITEM_TXT_004556	藍色皮鞋
IDS_PROPITEM_TXT_004557	
IDS_PROPITEM_TXT_004558	紅色學生帽
IDS_PROPITEM_TXT_004559	
IDS_PROPITEM_TXT_004560	紅色學生服
IDS_PROPITEM_TXT_004561	
IDS_PROPITEM_TXT_004562	紅色皮鞋
IDS_PROPITEM_TXT_004563	
IDS_PROPITEM_TXT_004564	綠色學生帽
IDS_PROPITEM_TXT_004565	
IDS_PROPITEM_TXT_004566	綠色學生服
IDS_PROPITEM_TXT_004567	
IDS_PROPITEM_TXT_004568	綠色皮鞋
IDS_PROPITEM_TXT_004569	
IDS_PROPITEM_TXT_004570	軍藍色學生帽
IDS_PROPITEM_TXT_004571	
IDS_PROPITEM_TXT_004572	軍藍色學生服
IDS_PROPITEM_TXT_004573	
IDS_PROPITEM_TXT_004574	軍藍色皮鞋
IDS_PROPITEM_TXT_004575	
IDS_PROPITEM_TXT_004576	紅色水手服
IDS_PROPITEM_TXT_004577	
IDS_PROPITEM_TXT_004578	紅色鞋襪
IDS_PROPITEM_TXT_004579	
IDS_PROPITEM_TXT_004580	深藍色水手服
IDS_PROPITEM_TXT_004581	
IDS_PROPITEM_TXT_004582	深藍色鞋襪
IDS_PROPITEM_TXT_004583	
IDS_PROPITEM_TXT_004584	綠色水手服
IDS_PROPITEM_TXT_004585	
IDS_PROPITEM_TXT_004586	綠色鞋襪
IDS_PROPITEM_TXT_004587	
IDS_PROPITEM_TXT_004588	藍色格子水手服
IDS_PROPITEM_TXT_004589	
IDS_PROPITEM_TXT_004590	藍色鞋襪
IDS_PROPITEM_TXT_004591	
IDS_PROPITEM_TXT_004592	復古學生帽
IDS_PROPITEM_TXT_004593	
IDS_PROPITEM_TXT_004594	復古學生制服
IDS_PROPITEM_TXT_004595	
IDS_PROPITEM_TXT_004596	復古制服手套
IDS_PROPITEM_TXT_004597	
IDS_PROPITEM_TXT_004598	復古制服皮鞋
IDS_PROPITEM_TXT_004599	
IDS_PROPITEM_TXT_004600	美艷護士帽
IDS_PROPITEM_TXT_004601	
IDS_PROPITEM_TXT_004602	美艷護士制服
IDS_PROPITEM_TXT_004603	
IDS_PROPITEM_TXT_004604	美艷護士手套
IDS_PROPITEM_TXT_004605	
IDS_PROPITEM_TXT_004606	美艷護士鞋
IDS_PROPITEM_TXT_004607	
IDS_PROPITEM_TXT_004608	俏護士帽
IDS_PROPITEM_TXT_004609	
IDS_PROPITEM_TXT_004610	俏護士制服
IDS_PROPITEM_TXT_004611	
IDS_PROPITEM_TXT_004612	俏護士手套
IDS_PROPITEM_TXT_004613	
IDS_PROPITEM_TXT_004614	俏護士鞋
IDS_PROPITEM_TXT_004615	
IDS_PROPITEM_TXT_004616	可愛貓耳朵
IDS_PROPITEM_TXT_004617	
IDS_PROPITEM_TXT_004618	貓套裝(男)
IDS_PROPITEM_TXT_004619	
IDS_PROPITEM_TXT_004620	可愛貓手套
IDS_PROPITEM_TXT_004621	
IDS_PROPITEM_TXT_004622	可愛貓皮鞋
IDS_PROPITEM_TXT_004623	
IDS_PROPITEM_TXT_004624	性感貓耳朵
IDS_PROPITEM_TXT_004625	
IDS_PROPITEM_TXT_004626	貓套裝(女)
IDS_PROPITEM_TXT_004627	
IDS_PROPITEM_TXT_004628	性感貓手套
IDS_PROPITEM_TXT_004629	
IDS_PROPITEM_TXT_004630	性感貓皮鞋
IDS_PROPITEM_TXT_004631	
IDS_PROPITEM_TXT_004632	俏皮兔耳朵
IDS_PROPITEM_TXT_004633	
IDS_PROPITEM_TXT_004634	俏皮兔女郎套裝
IDS_PROPITEM_TXT_004635	
IDS_PROPITEM_TXT_004636	俏皮兔手套
IDS_PROPITEM_TXT_004637	
IDS_PROPITEM_TXT_004638	俏皮兔皮鞋
IDS_PROPITEM_TXT_004639	
IDS_PROPITEM_TXT_004640	男韓服
IDS_PROPITEM_TXT_004641	
IDS_PROPITEM_TXT_004642	韓服靴子(男)
IDS_PROPITEM_TXT_004643	
IDS_PROPITEM_TXT_004644	韓服帽(女)
IDS_PROPITEM_TXT_004645	
IDS_PROPITEM_TXT_004646	五彩女韓服
IDS_PROPITEM_TXT_004647	
IDS_PROPITEM_TXT_004648	韓服靴子(女)
IDS_PROPITEM_TXT_004649	
IDS_PROPITEM_TXT_004650	改名卷軸
IDS_PROPITEM_TXT_004651	使玩家變更名稱（使用次數:1次）
IDS_PROPITEM_TXT_004652	轉職卷軸
IDS_PROPITEM_TXT_004653	可以轉其他職業
IDS_PROPITEM_TXT_004654	神聖的卷軸
IDS_PROPITEM_TXT_004655	可以解除玩家的暈眩狀態
IDS_PROPITEM_TXT_004656	罪過的卷軸
IDS_PROPITEM_TXT_004657	紅人使用時，可以幫助紅人消失一個階段的白目點數
IDS_PROPITEM_TXT_004658	特優劇團卷
IDS_PROPITEM_TXT_004659	劇團等級直接提升到10級
IDS_PROPITEM_TXT_004660	化名之箱
IDS_PROPITEM_TXT_004661	變性卷+改名卷
IDS_PROPITEM_TXT_004662	祝福的卷軸
IDS_PROPITEM_TXT_004663	使用之後馬上變為祝福狀態，祝福狀態時死亡不會失去經驗值，祝福狀態可以維持到角色死亡.(紅人狀態下死亡，將會失去原本死亡後所喪失經驗值之90%)
IDS_PROPITEM_TXT_004664	復活卷軸
IDS_PROPITEM_TXT_004665	角色死亡的時候身上有此物品可原地立即復活並且不會失去經驗值.(紅人狀態下死亡，將會失去原本死亡後所喪失經驗值之90%)
IDS_PROPITEM_TXT_004666	敏銳的卷軸
IDS_PROPITEM_TXT_004667	使用後人物的移動速度增加 1.5倍。跳高4倍(3分)
IDS_PROPITEM_TXT_004668	幸運之箱
IDS_PROPITEM_TXT_004669	猜猜裡面有什麼?
IDS_PROPITEM_TXT_004670	技能重置卷
IDS_PROPITEM_TXT_004671	技能重置
IDS_PROPITEM_TXT_004672	精力之箱
IDS_PROPITEM_TXT_004673	夢幻精力多+ 無敵技能捲
IDS_PROPITEM_TXT_004674	魔力之箱
IDS_PROPITEM_TXT_004675	無敵終極魔力多+無敵技能捲
IDS_PROPITEM_TXT_004676	精力年糕箱
IDS_PROPITEM_TXT_004677	熱年糕+牛肉湯
IDS_PROPITEM_TXT_004678	魔力年糕箱
IDS_PROPITEM_TXT_004679	熱年糕+四神湯
IDS_PROPITEM_TXT_004680	體力之箱
IDS_PROPITEM_TXT_004681	鰻魚+夢幻精力多+力量之石
IDS_PROPITEM_TXT_004682	劇團之力禮盒
IDS_PROPITEM_TXT_004683	劇團範圍無限卷(30日)+特優劇團卷
IDS_PROPITEM_TXT_004684	卷軸寶箱
IDS_PROPITEM_TXT_004685	復活+祝福+疾走+神聖
IDS_PROPITEM_TXT_004686	南瓜湯
IDS_PROPITEM_TXT_004687	FP 最大值提升50%
IDS_PROPITEM_TXT_004688	涼麵
IDS_PROPITEM_TXT_004689	MP 最大值提升50%
IDS_PROPITEM_TXT_004690	公會改名卷
IDS_PROPITEM_TXT_004691	變更公會名稱
IDS_PROPITEM_TXT_004692	防爆精鍊卷
IDS_PROPITEM_TXT_004693	精鍊前需先使用卷軸，精鍊失敗時物品不會消失，無法增加精鍊成功機率，一張卷軸適用一次精鍊(不論成功或失敗)。
IDS_PROPITEM_TXT_004694	普普精鍊卷
IDS_PROPITEM_TXT_004695	精鍊失敗時，物品不會消失，但是精鍊等集會下降
IDS_PROPITEM_TXT_004696	穿洞精鍊卷
IDS_PROPITEM_TXT_004697	穿洞精鍊失敗時，物品不會消失
IDS_PROPITEM_TXT_004698	恢復之卷
IDS_PROPITEM_TXT_004699	進行戰鬥時HP、MP、FP會自動恢復
IDS_PROPITEM_TXT_004700	鼓勵手套
IDS_PROPITEM_TXT_004701	可以鼓勵自己，鼓勵其他人的點數+1
IDS_PROPITEM_TXT_004702	精鍊卷軸
IDS_PROPITEM_TXT_004703	加強精鍊成功率 10% (到+7)
IDS_PROPITEM_TXT_004704	歸還卷軸
IDS_PROPITEM_TXT_004705	使用可以選擇飛回布拉里斯、聖音特或是得肯，使用時間為4小時才能使用一次
IDS_PROPITEM_TXT_004706	HP加速卷
IDS_PROPITEM_TXT_004707	每秒恢復2倍的HP
IDS_PROPITEM_TXT_004708	HP加速卷
IDS_PROPITEM_TXT_004709	每秒恢復2倍的MP
IDS_PROPITEM_TXT_004710	FP加速卷
IDS_PROPITEM_TXT_004711	每秒恢復2倍的FP
IDS_PROPITEM_TXT_004712	鼓勵
IDS_PROPITEM_TXT_004713	
IDS_PROPITEM_TXT_004714	ES增爆卷
IDS_PROPITEM_TXT_004715	經驗值+1.5倍
IDS_PROPITEM_TXT_004716	EM增爆卷
IDS_PROPITEM_TXT_004717	經驗值+2倍
IDS_PROPITEM_TXT_004718	物品增爆卷
IDS_PROPITEM_TXT_004719	物品掉落率2倍
IDS_PROPITEM_TXT_004720	防禦之石
IDS_PROPITEM_TXT_004721	防禦力+20%
IDS_PROPITEM_TXT_004722	技能霹靂卷
IDS_PROPITEM_TXT_004723	技能經驗值2倍
IDS_PROPITEM_TXT_004724	家傳南瓜湯
IDS_PROPITEM_TXT_004725	南瓜湯+牛肉湯
IDS_PROPITEM_TXT_004726	特製涼麵
IDS_PROPITEM_TXT_004727	涼麵+四神湯
IDS_PROPITEM_TXT_004728	保管卷軸
IDS_PROPITEM_TXT_004729	不需要回到村莊，可以直接原地開啟倉庫
IDS_PROPITEM_TXT_004730	保管卷軸
IDS_PROPITEM_TXT_004731	招喚成鎮管理員(3分)
IDS_PROPITEM_TXT_004732	團長的祝福
IDS_PROPITEM_TXT_004733	組劇團時，劇團經驗值增加2倍，只有團長可以使用
IDS_PROPITEM_TXT_004734	召喚晶球(A)
IDS_PROPITEM_TXT_004735	召喚朋友的晶球(等待時間30秒)
IDS_PROPITEM_TXT_004736	召喚晶球(B)
IDS_PROPITEM_TXT_004737	沒有等待時間，可以馬上召喚朋友到身邊的晶球
IDS_PROPITEM_TXT_004738	團長的呼喚
IDS_PROPITEM_TXT_004739	組劇團時，可以召喚到團長身邊
IDS_PROPITEM_TXT_004740	神聖精煉卷軸
IDS_PROPITEM_TXT_004741	精鍊成功率100%
IDS_PROPITEM_TXT_004742	物品變性卷(A)
IDS_PROPITEM_TXT_004743	物品性別轉換(60級以下)
IDS_PROPITEM_TXT_004744	物品變性卷(B)
IDS_PROPITEM_TXT_004745	物品性別轉換(61級以上)
IDS_PROPITEM_TXT_004746	經驗加成卷軸(20)
IDS_PROPITEM_TXT_004747	經驗值增加1.5倍，等級限制：1~20
IDS_PROPITEM_TXT_004748	經驗加成卷軸(40)
IDS_PROPITEM_TXT_004749	經驗值增加1.5倍，等級限制：21~40
IDS_PROPITEM_TXT_004750	經驗加成卷軸(60)
IDS_PROPITEM_TXT_004751	經驗值增加1.5倍，等級限制：41~60
IDS_PROPITEM_TXT_004752	經驗加成卷軸(80)
IDS_PROPITEM_TXT_004753	經驗值增加1.5倍，等級限制：61~80
IDS_PROPITEM_TXT_004754	經驗加成卷軸(120)
IDS_PROPITEM_TXT_004755	經驗值增加1.5倍，等級限制：80以上
IDS_PROPITEM_TXT_004756	ES增爆卷軸A1
IDS_PROPITEM_TXT_004757	經驗值增加1.5倍
IDS_PROPITEM_TXT_004758	ES增爆卷軸A2
IDS_PROPITEM_TXT_004759	經驗值增加1.5倍
IDS_PROPITEM_TXT_004760	ES增爆卷軸B1
IDS_PROPITEM_TXT_004761	經驗值增加1.5倍
IDS_PROPITEM_TXT_004762	ES增爆卷軸B2
IDS_PROPITEM_TXT_004763	經驗值增加1.5倍
IDS_PROPITEM_TXT_004764	ES增爆卷軸C1
IDS_PROPITEM_TXT_004765	經驗值增加1.5倍
IDS_PROPITEM_TXT_004766	ES增爆卷軸C2
IDS_PROPITEM_TXT_004767	經驗值增加1.5倍
IDS_PROPITEM_TXT_004768	ES增爆卷軸D1
IDS_PROPITEM_TXT_004769	經驗值增加1.5倍
IDS_PROPITEM_TXT_004770	ES增爆卷軸D2
IDS_PROPITEM_TXT_004771	經驗值增加1.5倍
IDS_PROPITEM_TXT_004772	小丑的神秘晶球(5)
IDS_PROPITEM_TXT_004773	可以召喚5級怪物的神秘晶球
IDS_PROPITEM_TXT_004774	小丑的神秘晶球(10)
IDS_PROPITEM_TXT_004775	可以召喚10級怪物的神秘晶球
IDS_PROPITEM_TXT_004776	小丑的神秘晶球(15)
IDS_PROPITEM_TXT_004777	可以召喚15級怪物的神秘晶球
IDS_PROPITEM_TXT_004778	小丑的神秘晶球(20)
IDS_PROPITEM_TXT_004779	可以召喚20級怪物的神秘晶球
IDS_PROPITEM_TXT_004780	小丑的神秘晶球(25)
IDS_PROPITEM_TXT_004781	可以召喚25級怪物的神秘晶球
IDS_PROPITEM_TXT_004782	小丑的神秘晶球(30)
IDS_PROPITEM_TXT_004783	可以召喚30級怪物的神秘晶球
IDS_PROPITEM_TXT_004784	小丑的神秘晶球(35)
IDS_PROPITEM_TXT_004785	可以召喚35級怪物的神秘晶球
IDS_PROPITEM_TXT_004786	小丑的神秘晶球(40)
IDS_PROPITEM_TXT_004787	可以召喚40級怪物的神秘晶球
IDS_PROPITEM_TXT_004788	小丑的神秘晶球(45)
IDS_PROPITEM_TXT_004789	可以召喚45級怪物的神秘晶球
IDS_PROPITEM_TXT_004790	小丑的神秘晶球(50)
IDS_PROPITEM_TXT_004791	可以召喚50級怪物的神秘晶球
IDS_PROPITEM_TXT_004792	小丑的神秘晶球(55)
IDS_PROPITEM_TXT_004793	可以召喚55級怪物的神秘晶球
IDS_PROPITEM_TXT_004794	小丑的神秘晶球(60)
IDS_PROPITEM_TXT_004795	可以召喚60級怪物的神秘晶球
IDS_PROPITEM_TXT_004796	小丑的神秘晶球(65)
IDS_PROPITEM_TXT_004797	可以召喚65級怪物的神秘晶球
IDS_PROPITEM_TXT_004798	小丑的神秘晶球(70)
IDS_PROPITEM_TXT_004799	可以召喚70級怪物的神秘晶球
IDS_PROPITEM_TXT_004800	希望之箱
IDS_PROPITEM_TXT_004801	裡面會有什麼呢?
IDS_PROPITEM_TXT_004802	測試裝備專用
IDS_PROPITEM_TXT_004803	測試裝備專用
IDS_PROPITEM_TXT_004804	水藍海軍套裝(男)
IDS_PROPITEM_TXT_004805	海軍藍(男)套裝
IDS_PROPITEM_TXT_004806	橄欖綠海軍套裝(男)
IDS_PROPITEM_TXT_004807	海軍綠(男)套裝
IDS_PROPITEM_TXT_004808	深藍海軍套裝(男)
IDS_PROPITEM_TXT_004809	海軍軍藍(男)套裝
IDS_PROPITEM_TXT_004810	蘋果紅海軍套裝(男)
IDS_PROPITEM_TXT_004811	海軍紅(男)套裝
IDS_PROPITEM_TXT_004812	橄欖綠海軍套裝(女)
IDS_PROPITEM_TXT_004813	綠色水手服(女)套裝
IDS_PROPITEM_TXT_004814	水藍海軍套裝(女)
IDS_PROPITEM_TXT_004815	藍色水手服(女)套裝
IDS_PROPITEM_TXT_004816	深藍海軍套裝(女)
IDS_PROPITEM_TXT_004817	深藍水手服(女)套裝
IDS_PROPITEM_TXT_004818	蘋果紅海軍套裝(女)
IDS_PROPITEM_TXT_004819	紅色水手服(女)套裝
IDS_PROPITEM_TXT_004820	復古式學生套裝(男)
IDS_PROPITEM_TXT_004821	復古制服(男)套裝
IDS_PROPITEM_TXT_004822	性感護士套裝(女)
IDS_PROPITEM_TXT_004823	性感護士套裝(女)
IDS_PROPITEM_TXT_004824	粉紅護士套裝(女)
IDS_PROPITEM_TXT_004825	粉紅護士套裝(女)
IDS_PROPITEM_TXT_004826	韓國傳統套裝(男)
IDS_PROPITEM_TXT_004827	韓服(男)套裝
IDS_PROPITEM_TXT_004828	韓國傳統套裝(女)
IDS_PROPITEM_TXT_004829	韓服(女)套裝
IDS_PROPITEM_TXT_004830	李小龍(男)套裝7天
IDS_PROPITEM_TXT_004831	李小龍(男)套裝7天
IDS_PROPITEM_TXT_004832	李小龍(男)套裝30天
IDS_PROPITEM_TXT_004833	李小龍(男)套裝30天
IDS_PROPITEM_TXT_004834	旗袍套裝(女)7天
IDS_PROPITEM_TXT_004835	旗袍套裝(女)7天
IDS_PROPITEM_TXT_004836	旗袍套裝(女)30天
IDS_PROPITEM_TXT_004837	旗袍套裝(女)30天
IDS_PROPITEM_TXT_004838	貓套裝(男)7天
IDS_PROPITEM_TXT_004839	貓套裝(男)7天
IDS_PROPITEM_TXT_004840	貓套裝(男)30天
IDS_PROPITEM_TXT_004841	貓套裝(男)30天
IDS_PROPITEM_TXT_004842	可愛貓套裝(女)7天
IDS_PROPITEM_TXT_004843	可愛貓套裝(女)7天
IDS_PROPITEM_TXT_004844	可愛貓套裝(女)30天
IDS_PROPITEM_TXT_004845	可愛貓套裝(女)30天
IDS_PROPITEM_TXT_004846	可愛兔套裝(女)7天
IDS_PROPITEM_TXT_004847	可愛兔套裝(女)7天
IDS_PROPITEM_TXT_004848	可愛兔套裝(女)30天
IDS_PROPITEM_TXT_004849	可愛兔套裝(女)30天
IDS_PROPITEM_TXT_004850	新年煙火
IDS_PROPITEM_TXT_004851	
IDS_PROPITEM_TXT_004852	煙火盆
IDS_PROPITEM_TXT_004853	
IDS_PROPITEM_TXT_004854	福氣煙火
IDS_PROPITEM_TXT_004855	
IDS_PROPITEM_TXT_004856	道別煙火
IDS_PROPITEM_TXT_004857	
IDS_PROPITEM_TXT_004858	高空煙火盆
IDS_PROPITEM_TXT_004859	發射後在高空持續引爆三次煙花後消失
IDS_PROPITEM_TXT_004860	男生太空緊身套裝 7天
IDS_PROPITEM_TXT_004861	男生太空緊身套裝 7天
IDS_PROPITEM_TXT_004862	女生太空緊身套裝 7天
IDS_PROPITEM_TXT_004863	女生太空緊身套裝 7天
IDS_PROPITEM_TXT_004864	哈利套裝(女)
IDS_PROPITEM_TXT_004865	女生哈利套裝 7天
IDS_PROPITEM_TXT_004866	閃耀石
IDS_PROPITEM_TXT_004867	發出藍色光芒的寶石，中間還有一部分發出黃色的光芒，加工後應該會很有價值
IDS_PROPITEM_TXT_004868	咚咚菇粉末
IDS_PROPITEM_TXT_004869	將咚咚菇移動的時候所掉落的粉末收集成了一袋， 可以用在很多地方
IDS_PROPITEM_TXT_004870	棉絲球
IDS_PROPITEM_TXT_004871	將藍甲蟲拍打翅膀時產生的薄絲收集成一團的物體，可以用來製作柔軟的布料
IDS_PROPITEM_TXT_004872	生果實
IDS_PROPITEM_TXT_004873	看起來好像是還沒成熟的果實， 上面有被咬過的痕跡.。這種生長在地底的果實，只有最喜愛它的噗卡噗卡能夠找到它
IDS_PROPITEM_TXT_004874	戰車蟲硬皮
IDS_PROPITEM_TXT_004875	戰車蟲的硬殼碎片
IDS_PROPITEM_TXT_004876	熊娃娃
IDS_PROPITEM_TXT_004877	很舊的熊娃娃，好像是不小心被人遺落的
IDS_PROPITEM_TXT_004878	紫寶石
IDS_PROPITEM_TXT_004879	類似珍珠的寶石，這種寶石只會生長在多魯的尾巴裡面
IDS_PROPITEM_TXT_004880	賤狼指甲
IDS_PROPITEM_TXT_004881	布魯狼的指甲，擁有著驚人的硬度。人們把它當作是勇氣的象徵物
IDS_PROPITEM_TXT_004882	蜥蜴草根
IDS_PROPITEM_TXT_004883	可從蜥蜴草身上取得的草根
IDS_PROPITEM_TXT_004884	星石
IDS_PROPITEM_TXT_004885	星星模樣的石頭，中間鑲著閃耀的寶石
IDS_PROPITEM_TXT_004886	黃金翅膀
IDS_PROPITEM_TXT_004887	用黃金製作成翅膀模樣的雕刻品
IDS_PROPITEM_TXT_004888	藍色蜂蜜
IDS_PROPITEM_TXT_004889	小小的瓶子裡面裝著藍色的蜂蜜，可以用來做點心
IDS_PROPITEM_TXT_004890	米兒的娃娃
IDS_PROPITEM_TXT_004891	米兒溺愛的娃娃，娃娃已經被米兒玩的有點骯髒
IDS_PROPITEM_TXT_004892	強化火柴
IDS_PROPITEM_TXT_004893	擁有強烈火力的小火柴
IDS_PROPITEM_TXT_004894	磨刃石
IDS_PROPITEM_TXT_004895	赤螳螂喜歡用這種石頭，將自己雙臂磨的更鋒利
IDS_PROPITEM_TXT_004896	傑克石
IDS_PROPITEM_TXT_004897	鑲在傑克鎚頭上的稀有珠子
IDS_PROPITEM_TXT_004898	寶箱石
IDS_PROPITEM_TXT_004899	整人箱最珍藏的寶石
IDS_PROPITEM_TXT_004900	弦月寶石
IDS_PROPITEM_TXT_004901	集月光之氣所加工而成的石頭，石頭的中心會發出月光
IDS_PROPITEM_TXT_004902	獨刀眼罩
IDS_PROPITEM_TXT_004903	獨刀的眼罩
IDS_PROPITEM_TXT_004904	猛牛鼻環
IDS_PROPITEM_TXT_004905	哞哞的鼻環
IDS_PROPITEM_TXT_004906	卡玲胸針
IDS_PROPITEM_TXT_004907	上面有著怪異圖樣的胸針
IDS_PROPITEM_TXT_004908	娃娃的心臟
IDS_PROPITEM_TXT_004909	發條娃娃的心臟是永遠不會停止運作的高價物品
